Flat_Price,EMI_Starts,BHK,Location,Total_sq.ft,Price_per_sq.ft,EMI,Flat_Price_K
9.0 Cr,4.47 Lacs,5,Joka,15000,6,447,90000
85.0 L,42.20 K,5,Sarsuna,3000,2.83,42.2,8500
50.0 L,26.48 K,3,Bira,1000,5,26.48,5000
85.0 L,42.20 K,4,Airport,2270,3.74,42.2,8500
1.52 Cr,75.46 K,7,Rajpur Sonarpur,4800,3.17,75.46,15200
1.1 Cr,54.61 K,5,South Dum Dum,1900,5.79,54.61,11000
7.5 Cr,3.72 Lacs,10.5,Bhowanipore,5625,13.33,372,75000
1.2 Cr,59.58 K,8,Maniktala,750,16,59.58,12000
3.8 Cr,1.89 Lacs,10,Salt Lake City,5000,7.6,189,38000
1.62 Cr,80.43 K,4,Salt Lake City,2000,8.1,80.43,16200
95.0 L,47.16 K,6,Duttapukur,3000,3.17,47.16,9500
1.5 Cr,74.47 K,5,Sarsuna,3000,5,74.47,15000
2.6 Cr,1.29 Lacs,9,Jorabagan,6000,4.33,129,26000
30.0 L,15.89 K,5,Paikpara,150,20,15.89,3000
85.0 L,42.20 K,5,Bhatpara,1891,4.49,42.2,8500
1.25 Cr,62.06 K,3,Belghoria,2000,6.25,62.06,12500
2.2 Cr,1.09 Lacs,3,Kolkata,4400,5,109,22000
30.0 L,15.89 K,3,Picnic Garden,1075,2.79,15.89,3000
42.0 L,22.24 K,2,Bamangachhi,244,17.21,22.24,4200
85.0 L,42.20 K,4,Panchpota,1440,5.9,42.2,8500
3.5 Cr,1.74 Lacs,10,Salt Lake City,7500,4.67,174,35000
1.35 L,714,2,Khidirpur,500,270/sq.ft,#VALUE!,135
92.0 L,45.67 K,4,Rajpur Sonarpur,1850,4.97,45.67,9200
50.0 L,26.48 K,4,Maheshtala,1400,3.57,26.48,5000
2.1 Cr,1.04 Lacs,4,Chinar Park,1440,14.58,104,21000
50.0 L,26.48 K,3,Bira,1000,5,26.48,5000
1.1 Cr,54.61 K,5,South Dum Dum,1900,5.79,54.61,11000
7.5 Cr,3.72 Lacs,10.5,Bhowanipore,5625,13.33,372,75000
1.2 Cr,59.58 K,8,Maniktala,750,16,59.58,12000
3.8 Cr,1.89 Lacs,10,Salt Lake City,5000,7.6,189,38000
1.62 Cr,80.43 K,4,Salt Lake City,2000,8.1,80.43,16200
95.0 L,47.16 K,6,Duttapukur,3000,3.17,47.16,9500
1.5 Cr,74.47 K,5,Sarsuna,3000,5,74.47,15000
2.6 Cr,1.29 Lacs,9,Jorabagan,6000,4.33,129,26000
30.0 L,15.89 K,5,Paikpara,150,20,15.89,3000
85.0 L,42.20 K,5,Bhatpara,1891,4.49,42.2,8500
1.25 Cr,62.06 K,3,Belghoria,2000,6.25,62.06,12500
2.2 Cr,1.09 Lacs,3,Kolkata,4400,5,109,22000
30.0 L,15.89 K,3,Picnic Garden,1075,2.79,15.89,3000
42.0 L,22.24 K,2,Bamangachhi,244,17.21,22.24,4200
85.0 L,42.20 K,4,Panchpota,1440,5.9,42.2,8500
3.5 Cr,1.74 Lacs,10,Salt Lake City,7500,4.67,174,35000
92.0 L,45.67 K,4,Rajpur Sonarpur,1850,4.97,45.67,9200
50.0 L,26.48 K,4,Maheshtala,1400,3.57,26.48,5000
2.1 Cr,1.04 Lacs,4,Chinar Park,1440,14.58,104,21000
3.5 Cr,1.74 Lacs,10,Beliaghata,1900,18.42,174,35000
1.6 Cr,79.43 K,4,Hridaypur,6098,2.62,79.43,16000
3.5 Cr,1.74 Lacs,10,Beliaghata,9000,3.89,174,35000
1.95 Cr,96.81 K,6,Hussainpur,2200,8.86,96.81,19500
2.5 Cr,1.24 Lacs,4,Hussainpur,1100,22.73,124,25000
42.0 L,22.24 K,3,Kalagachhia,1080,3.89,22.24,4200
42.0 L,22.24 K,2,Kalagachhia,1080,3.89,22.24,4200
40.0 L,21.18 K,3,Behala,1000,4,21.18,4000
2.0 Cr,99.29 K,3,Topsia,3500,5.71,99.29,20000
1.8 Cr,89.36 K,6,Salt Lake City,4000,4.5,89.36,18000
1.8 Cr,89.36 K,10,Salt Lake City,4000,4.5,89.36,18000
1.2 Cr,59.58 K,7,Dunlop,2300,5.22,59.58,12000
85.0 L,42.20 K,6,Purba Barisha,1200,7.08,42.2,8500
58.0 L,30.71 K,4,Maniktala,1087,5.33,30.71,5800
30.0 L,15.89 K,3,Sarsuna,1500,2,15.89,3000
2.0 Cr,99.29 K,3,Tiljala,3500,5.71,99.29,20000
85.0 L,42.20 K,3,Khardah,1200,7.08,42.2,8500
3.4 Cr,1.69 Lacs,4,Raghunathpur,4140,8.21,169,34000
80.0 L,39.72 K,3,Malickpur,5000,1.6,39.72,8000
1.6 Cr,79.43 K,7,Ashokgarh,2883,5.55,79.43,16000
95.0 L,47.16 K,6,Duttapukur,3000,3.17,47.16,9500
85.0 L,42.20 K,5,Bhatpara,1891,4.49,42.2,8500
42.0 L,22.24 K,2,Bamangachhi,244,17.21,22.24,4200
3.5 Cr,1.74 Lacs,10,Salt Lake City,7500,4.67,174,35000
1.6 Cr,79.43 K,4,Hridaypur,6098,2.62,79.43,16000
3.5 Cr,1.74 Lacs,10,Beliaghata,9000,3.89,174,35000
1.95 Cr,96.81 K,6,Hussainpur,2200,8.86,96.81,19500
2.5 Cr,1.24 Lacs,4,Hussainpur,1100,22.73,124,25000
42.0 L,22.24 K,3,Kalagachhia,1080,3.89,22.24,4200
42.0 L,22.24 K,2,Kalagachhia,1080,3.89,22.24,4200
40.0 L,21.18 K,3,Behala,1000,4,21.18,4000
2.0 Cr,99.29 K,3,Topsia,3500,5.71,99.29,20000
1.8 Cr,89.36 K,6,Salt Lake City,4000,4.5,89.36,18000
1.8 Cr,89.36 K,10,Salt Lake City,4000,4.5,89.36,18000
1.2 Cr,59.58 K,7,Dunlop,2300,5.22,59.58,12000
85.0 L,42.20 K,6,Purba Barisha,1200,7.08,42.2,8500
58.0 L,30.71 K,4,Maniktala,1087,5.33,30.71,5800
30.0 L,15.89 K,3,Sarsuna,1500,2,15.89,3000
2.0 Cr,99.29 K,3,Tiljala,3500,5.71,99.29,20000
85.0 L,42.20 K,3,Khardah,1200,7.08,42.2,8500
3.4 Cr,1.69 Lacs,4,Raghunathpur,4140,8.21,169,34000
80.0 L,39.72 K,3,Malickpur,5000,1.6,39.72,8000
1.6 Cr,79.43 K,7,Ashokgarh,2883,5.55,79.43,16000
40.0 L,21.18 K,2,Budge Budge,2231,1.79,21.18,4000
50.0 L,26.48 K,2,Natunhat,1500,3.33,26.48,5000
55.0 L,29.13 K,2,Rajpur Sonarpur,800,6.88,29.13,5500
35.0 L,18.53 K,3,Palta,1300,2.69,18.53,3500
55.0 L,29.13 K,4,Birati,2800,1.96,29.13,5500
2.0 Cr,99.29 K,3,Habra,2800,7.14,99.29,20000
60.0 L,31.77 K,2,Maheshtala,1600,3.75,31.77,6000
50.0 L,26.48 K,3,Kaikhali,1800,2.78,26.48,5000
52.0 L,27.54 K,3,Kaikhali,1800,2.89,27.54,5200
5.0 Cr,2.48 Lacs,10,Bow Bazaar,5154,9.7,248,50000
1.3 Cr,64.54 K,5,Kamdahari,2700,4.81,64.54,13000
1.25 Cr,62.06 K,6,Ariadaha,2000,6.25,62.06,12500
2.8 Cr,1.39 Lacs,2,Bhowanipore,3300,8.48,139,28000
60.0 L,31.77 K,4,Kaikhali,1883,3.19,31.77,6000
1.7 Cr,84.40 K,6,Bhatpara,1880,9.04,84.4,17000
25.0 L,13.24 K,6,Nimta,2000,1.25,13.24,2500
95.0 L,47.16 K,4,Chinar Park,1440,6.6,47.16,9500
2.0 Cr,99.29 K,2,Tollygunge,1000,20,99.29,20000
2.91 Cr,1.44 Lacs,6,Paikpara,3600,8.08,144,29100
42.0 L,22.24 K,3,Kalagachhia,1080,3.89,22.24,4200
1.6 Cr,79.43 K,7,Ashokgarh,2883,5.55,79.43,16000
40.0 L,21.18 K,2,Budge Budge,2231,1.79,21.18,4000
50.0 L,26.48 K,2,Natunhat,1500,3.33,26.48,5000
55.0 L,29.13 K,2,Rajpur Sonarpur,800,6.88,29.13,5500
35.0 L,18.53 K,3,Palta,1300,2.69,18.53,3500
55.0 L,29.13 K,4,Birati,2800,1.96,29.13,5500
2.0 Cr,99.29 K,3,Habra,2800,7.14,99.29,20000
60.0 L,31.77 K,2,Maheshtala,1600,3.75,31.77,6000
50.0 L,26.48 K,3,Kaikhali,1800,2.78,26.48,5000
52.0 L,27.54 K,3,Kaikhali,1800,2.89,27.54,5200
5.0 Cr,2.48 Lacs,10,Bow Bazaar,5154,9.7,248,50000
1.3 Cr,64.54 K,5,Kamdahari,2700,4.81,64.54,13000
1.25 Cr,62.06 K,6,Ariadaha,2000,6.25,62.06,12500
2.8 Cr,1.39 Lacs,2,Bhowanipore,3300,8.48,139,28000
60.0 L,31.77 K,4,Kaikhali,1883,3.19,31.77,6000
1.7 Cr,84.40 K,6,Bhatpara,1880,9.04,84.4,17000
25.0 L,13.24 K,6,Nimta,2000,1.25,13.24,2500
95.0 L,47.16 K,4,Chinar Park,1440,6.6,47.16,9500
2.0 Cr,99.29 K,2,Tollygunge,1000,20,99.29,20000
2.91 Cr,1.44 Lacs,6,Paikpara,3600,8.08,144,29100
4.0 Cr,1.99 Lacs,10,New Town,7000,5.71,199,40000
2.9 Cr,1.44 Lacs,6,Paikpara,1943,14.93,144,29000
90.0 L,44.68 K,6,Thakurpukur,1456,6.18,44.68,9000
25.0 L,13.24 K,2,South Dum Dum,560,4.46,13.24,2500
55.0 L,29.13 K,5,Barasat,2000,2.75,29.13,5500
32.0 L,16.95 K,2,Ballygunge,750,4.27,16.95,3200
90.0 L,44.68 K,4,Cossipore,2450,3.67,44.68,9000
6.75 Cr,3.35 Lacs,10,Tiljala,3240,20.83,335,67500
1.5 Cr,74.47 K,5,Kamalgazi,9500,1.58,74.47,15000
22.0 L,11.65 K,2,Bhatpara,1450,1.52,11.65,2200
25.0 L,13.24 K,4,Baruipur,3500,714/sq.ft,13.24,2500
60.0 L,31.77 K,3,Jadavpur,1800,3.33,31.77,6000
1.8 Cr,89.36 K,10.5,Rahara,3600,5,89.36,18000
40.0 L,21.18 K,2,Fatepur,728,5.49,21.18,4000
35.0 L,18.53 K,2,Alipore,1000,3.5,18.53,3500
2.4 Cr,1.19 Lacs,10,Lake Gardens,3500,6.86,119,24000
2.8 Cr,1.39 Lacs,8,Salt Lake City,4500,6.22,139,28000
78.0 L,38.72 K,4,Jagatipota,4320,1.8,38.72,7800
3.75 Cr,1.86 Lacs,4,Sarsuna,8000,4.69,186,37500
42.0 L,22.24 K,3,Kalagachhia,1080,3.89,22.24,4200
55.0 L,29.13 K,2,Rajpur Sonarpur,800,6.88,29.13,5500
4.0 Cr,1.99 Lacs,10,New Town,7000,5.71,199,40000
2.9 Cr,1.44 Lacs,6,Paikpara,1943,14.93,144,29000
90.0 L,44.68 K,6,Thakurpukur,1456,6.18,44.68,9000
25.0 L,13.24 K,2,South Dum Dum,560,4.46,13.24,2500
55.0 L,29.13 K,5,Barasat,2000,2.75,29.13,5500
32.0 L,16.95 K,2,Ballygunge,750,4.27,16.95,3200
90.0 L,44.68 K,4,Cossipore,2450,3.67,44.68,9000
6.75 Cr,3.35 Lacs,10,Tiljala,3240,20.83,335,67500
1.5 Cr,74.47 K,5,Kamalgazi,9500,1.58,74.47,15000
22.0 L,11.65 K,2,Bhatpara,1450,1.52,11.65,2200
25.0 L,13.24 K,4,Baruipur,3500,714/sq.ft,13.24,2500
60.0 L,31.77 K,3,Jadavpur,1800,3.33,31.77,6000
1.8 Cr,89.36 K,10.5,Rahara,3600,5,89.36,18000
40.0 L,21.18 K,2,Fatepur,728,5.49,21.18,4000
35.0 L,18.53 K,2,Alipore,1000,3.5,18.53,3500
2.4 Cr,1.19 Lacs,10,Lake Gardens,3500,6.86,119,24000
2.8 Cr,1.39 Lacs,8,Salt Lake City,4500,6.22,139,28000
78.0 L,38.72 K,4,Jagatipota,4320,1.8,38.72,7800
3.75 Cr,1.86 Lacs,4,Sarsuna,8000,4.69,186,37500
35.0 L,18.53 K,3,Palta,1500,2.33,18.53,3500
45.0 L,23.83 K,4,Sarsuna,1755,2.56,23.83,4500
36.0 L,19.06 K,2,Sarsuna,1440,2.5,19.06,3600
65.0 L,34.42 K,6,Rajpur Sonarpur,650,10,34.42,6500
5.1 Cr,2.53 Lacs,10,Mukundapur,8200,6.22,253,51000
1.5 Cr,74.47 K,3,Regent Park,1500,10,74.47,15000
1.35 Cr,67.02 K,5,Haltu,2200,6.14,67.02,13500
35.0 L,18.53 K,2,Champahati,3000,1.17,18.53,3500
51.0 L,27.01 K,3,Rajpur Sonarpur,1763,2.89,27.01,5100
44.0 L,23.30 K,2,Joka,900,4.89,23.3,4400
1.8 Cr,89.36 K,9,Rajpur Sonarpur,4800,3.75,89.36,18000
26.0 L,13.77 K,3,Madhyamgram,820,3.17,13.77,2600
32.0 L,16.95 K,2,Rajarhat,750,4.27,16.95,3200
65.0 L,34.42 K,3.5,Birati,1200,5.42,34.42,6500
1.1 Cr,54.61 K,7,Tollygunge,4000,2.75,54.61,11000
4.5 Cr,2.23 Lacs,8,Salt Lake City,7500,6,223,45000
3.1 Cr,1.54 Lacs,9,Kalighat,4000,7.75,154,31000
50.0 L,26.48 K,2,Amtala,1600,3.13,26.48,5000
28.0 L,14.83 K,4,Thakurpukur,1500,1.87,14.83,2800
1.3 Cr,64.54 K,5,Kamdahari,2200,5.91,64.54,13000
1.8 Cr,89.36 K,6,Salt Lake City,4000,4.5,89.36,18000
2.0 Cr,99.29 K,2,Tollygunge,1000,20,99.29,20000
1.8 Cr,89.36 K,10.5,Rahara,3600,5,89.36,18000
35.0 L,18.53 K,3,Palta,1500,2.33,18.53,3500
45.0 L,23.83 K,4,Sarsuna,1755,2.56,23.83,4500
36.0 L,19.06 K,2,Sarsuna,1440,2.5,19.06,3600
65.0 L,34.42 K,6,Rajpur Sonarpur,650,10,34.42,6500
5.1 Cr,2.53 Lacs,10,Mukundapur,8200,6.22,253,51000
1.5 Cr,74.47 K,3,Regent Park,1500,10,74.47,15000
1.35 Cr,67.02 K,5,Haltu,2200,6.14,67.02,13500
35.0 L,18.53 K,2,Champahati,3000,1.17,18.53,3500
51.0 L,27.01 K,3,Rajpur Sonarpur,1763,2.89,27.01,5100
44.0 L,23.30 K,2,Joka,900,4.89,23.3,4400
1.8 Cr,89.36 K,9,Rajpur Sonarpur,4800,3.75,89.36,18000
26.0 L,13.77 K,3,Madhyamgram,820,3.17,13.77,2600
32.0 L,16.95 K,2,Rajarhat,750,4.27,16.95,3200
65.0 L,34.42 K,3.5,Birati,1200,5.42,34.42,6500
1.1 Cr,54.61 K,7,Tollygunge,4000,2.75,54.61,11000
4.5 Cr,2.23 Lacs,8,Salt Lake City,7500,6,223,45000
3.1 Cr,1.54 Lacs,9,Kalighat,4000,7.75,154,31000
50.0 L,26.48 K,2,Amtala,1600,3.13,26.48,5000
28.0 L,14.83 K,4,Thakurpukur,1500,1.87,14.83,2800
1.3 Cr,64.54 K,5,Kamdahari,2200,5.91,64.54,13000
3.5 Cr,1.74 Lacs,3,Ballygunge,2000,17.5,174,35000
70.0 L,37.07 K,5,Machuabazar,2500,2.8,37.07,7000
70.0 L,37.07 K,5,Barrackpore,3000,2.33,37.07,7000
16.0 L,8.47 K,2,Pailan,550,2.91,8.47,1600
18.0 L,9.53 K,1,Pailan,720,2.5,9.53,1800
40.0 L,21.18 K,4,Purba Putiary,1800,2.22,21.18,4000
50.0 L,26.48 K,2,Kalikapur,900,5.55,26.48,5000
2.0 Cr,99.29 K,5,Sarsuna,2100,9.52,99.29,20000
70.0 L,37.07 K,2,Baranagar,800,8.75,37.07,7000
40.0 L,21.18 K,4,Naoabad,1200,3.33,21.18,4000
1.1 Cr,54.61 K,3,Tangra,1500,7.33,54.61,11000
3.5 Cr,1.74 Lacs,10,Salt Lake City,9000,3.89,174,35000
4.0 Cr,1.99 Lacs,10,Salt Lake City,9000,4.44,199,40000
3.5 Cr,1.74 Lacs,8,Salt Lake City,2608,13.42,174,35000
1.68 Cr,83.16 K,2,Nimta,550,30.45,83.16,16800
4.1 Cr,2.04 Lacs,10,Salt Lake City,9000,4.55,204,41000
32.0 L,16.95 K,7,Habra,3240,987/sq.ft,16.95,3200
73.0 L,38.66 K,3,Rajpur Sonarpur,2379,3.07,38.66,7300
65.0 L,34.42 K,8,Rajpur Sonarpur,1800,3.61,34.42,6500
80.0 L,39.72 K,3,Malickpur,5000,1.6,39.72,8000
2.4 Cr,1.19 Lacs,10,Lake Gardens,3500,6.86,119,24000
5.1 Cr,2.53 Lacs,10,Mukundapur,8200,6.22,253,51000
4.5 Cr,2.23 Lacs,8,Salt Lake City,7500,6,223,45000
3.5 Cr,1.74 Lacs,3,Ballygunge,2000,17.5,174,35000
70.0 L,37.07 K,5,Machuabazar,2500,2.8,37.07,7000
70.0 L,37.07 K,5,Barrackpore,3000,2.33,37.07,7000
16.0 L,8.47 K,2,Pailan,550,2.91,8.47,1600
18.0 L,9.53 K,1,Pailan,720,2.5,9.53,1800
40.0 L,21.18 K,4,Purba Putiary,1800,2.22,21.18,4000
50.0 L,26.48 K,2,Kalikapur,900,5.55,26.48,5000
2.0 Cr,99.29 K,5,Sarsuna,2100,9.52,99.29,20000
70.0 L,37.07 K,2,Baranagar,800,8.75,37.07,7000
40.0 L,21.18 K,4,Naoabad,1200,3.33,21.18,4000
1.1 Cr,54.61 K,3,Tangra,1500,7.33,54.61,11000
3.5 Cr,1.74 Lacs,10,Salt Lake City,9000,3.89,174,35000
4.0 Cr,1.99 Lacs,10,Salt Lake City,9000,4.44,199,40000
3.5 Cr,1.74 Lacs,8,Salt Lake City,2608,13.42,174,35000
1.68 Cr,83.16 K,2,Nimta,550,30.45,83.16,16800
4.1 Cr,2.04 Lacs,10,Salt Lake City,9000,4.55,204,41000
32.0 L,16.95 K,7,Habra,3240,987/sq.ft,16.95,3200
73.0 L,38.66 K,3,Rajpur Sonarpur,2379,3.07,38.66,7300
65.0 L,34.42 K,8,Rajpur Sonarpur,1800,3.61,34.42,6500
75.0 L,39.72 K,2,Behala,2277,3.29,39.72,7500
2.8 Cr,1.39 Lacs,7,Ballygunge,1040,26.92,139,28000
1.75 Cr,86.88 K,7,Dhakuria,2800,6.25,86.88,17500
1.1 Cr,54.61 K,3,Paschim Putiary,5000,2.2,54.61,11000
70.0 L,37.07 K,2,Kabardanga,2385,2.94,37.07,7000
22.0 L,11.65 K,2,Bamangachhi,1200,1.83,11.65,2200
8.0 Cr,3.97 Lacs,3,Jorabagan,5000,16,397,80000
3.0 Cr,1.49 Lacs,6,Bow Bazaar,4000,7.5,149,30000
42.0 L,22.24 K,4,Halisahar,1000,4.2,22.24,4200
3.5 Cr,1.74 Lacs,9,Salt Lake City,3500,10,174,35000
2.3 Cr,1.14 Lacs,8,Salt Lake City,2500,9.2,114,23000
3.5 Cr,1.74 Lacs,10,Salt Lake City,6500,5.38,174,35000
45.0 L,23.83 K,3,Barrackpore,3000,1.5,23.83,4500
3.5 Cr,1.74 Lacs,7,Salt Lake City,6500,5.38,174,35000
65.0 L,34.42 K,6,Purba Putiary,1700,3.82,34.42,6500
2.75 Cr,1.37 Lacs,6,Lake Gardens,3900,7.05,137,27500
25.0 L,13.24 K,2,Madhyamgram,700,3.57,13.24,2500
5.0 Cr,2.48 Lacs,9,Gariahat,7000,7.14,248,50000
1.5 Cr,74.47 K,8,Garfa,1520,9.87,74.47,15000
65.0 L,34.42 K,3,New Town,1480,4.39,34.42,6500
2.8 Cr,1.39 Lacs,8,Salt Lake City,4500,6.22,139,28000
73.0 L,38.66 K,3,Rajpur Sonarpur,2379,3.07,38.66,7300
75.0 L,39.72 K,2,Behala,2277,3.29,39.72,7500
2.8 Cr,1.39 Lacs,7,Ballygunge,1040,26.92,139,28000
1.75 Cr,86.88 K,7,Dhakuria,2800,6.25,86.88,17500
1.1 Cr,54.61 K,3,Paschim Putiary,5000,2.2,54.61,11000
70.0 L,37.07 K,2,Kabardanga,2385,2.94,37.07,7000
22.0 L,11.65 K,2,Bamangachhi,1200,1.83,11.65,2200
8.0 Cr,3.97 Lacs,3,Jorabagan,5000,16,397,80000
3.0 Cr,1.49 Lacs,6,Bow Bazaar,4000,7.5,149,30000
42.0 L,22.24 K,4,Halisahar,1000,4.2,22.24,4200
3.5 Cr,1.74 Lacs,9,Salt Lake City,3500,10,174,35000
2.3 Cr,1.14 Lacs,8,Salt Lake City,2500,9.2,114,23000
3.5 Cr,1.74 Lacs,10,Salt Lake City,6500,5.38,174,35000
45.0 L,23.83 K,3,Barrackpore,3000,1.5,23.83,4500
3.5 Cr,1.74 Lacs,7,Salt Lake City,6500,5.38,174,35000
65.0 L,34.42 K,6,Purba Putiary,1700,3.82,34.42,6500
2.75 Cr,1.37 Lacs,6,Lake Gardens,3900,7.05,137,27500
25.0 L,13.24 K,2,Madhyamgram,700,3.57,13.24,2500
5.0 Cr,2.48 Lacs,9,Gariahat,7000,7.14,248,50000
1.5 Cr,74.47 K,8,Garfa,1520,9.87,74.47,15000
65.0 L,34.42 K,3,New Town,1480,4.39,34.42,6500
38.0 L,20.12 K,3,Joka,1335,2.85,20.12,3800
40.0 L,21.18 K,2,Lake Town,1700,2.35,21.18,4000
75.0 L,39.72 K,10,Habra,3000,2.5,39.72,7500
65.0 L,34.42 K,4,Sovabazar,1087,5.98,34.42,6500
40.0 L,21.18 K,2,Maheshtala,1080,3.7,21.18,4000
17.0 L,9.00 K,2,Patipukur,385,4.42,9,1700
18.0 L,9.53 K,2,Kasba,650,2.77,9.53,1800
2.0 Cr,99.29 K,5,Sinthi,2800,7.14,99.29,20000
6.5 Cr,3.23 Lacs,10,Salt Lake City,6000,10.83,323,65000
54.0 L,28.60 K,3,New Town,1250,4.32,28.6,5400
40.0 L,21.18 K,2,New Town,980,4.08,21.18,4000
55.0 L,29.13 K,3,New Town,1488,3.7,29.13,5500
60.0 L,31.77 K,3,New Town,1480,4.05,31.77,6000
35.0 L,18.53 K,2,Bansdroni,850,4.12,18.53,3500
78.0 L,38.72 K,4,Pansila,4000,1.95,38.72,7800
45.0 L,23.83 K,1,Aurobindo Park,1744,2.58,23.83,4500
26.5 L,14.03 K,3,Baruipur,1100,2.41,14.03,2650
17.0 L,9.00 K,2,Behala,1080,1.57,9,1700
1.0 Cr,49.65 K,3,Barabazar Market,1000,10,49.65,10000
65.0 L,34.42 K,2,Bansdroni,700,9.29,34.42,6500
3.5 Cr,1.74 Lacs,10,Salt Lake City,6500,5.38,174,35000
38.0 L,20.12 K,3,Joka,1335,2.85,20.12,3800
40.0 L,21.18 K,2,Lake Town,1700,2.35,21.18,4000
75.0 L,39.72 K,10,Habra,3000,2.5,39.72,7500
65.0 L,34.42 K,4,Sovabazar,1087,5.98,34.42,6500
40.0 L,21.18 K,2,Maheshtala,1080,3.7,21.18,4000
17.0 L,9.00 K,2,Patipukur,385,4.42,9,1700
18.0 L,9.53 K,2,Kasba,650,2.77,9.53,1800
2.0 Cr,99.29 K,5,Sinthi,2800,7.14,99.29,20000
6.5 Cr,3.23 Lacs,10,Salt Lake City,6000,10.83,323,65000
54.0 L,28.60 K,3,New Town,1250,4.32,28.6,5400
40.0 L,21.18 K,2,New Town,980,4.08,21.18,4000
55.0 L,29.13 K,3,New Town,1488,3.7,29.13,5500
60.0 L,31.77 K,3,New Town,1480,4.05,31.77,6000
35.0 L,18.53 K,2,Bansdroni,850,4.12,18.53,3500
78.0 L,38.72 K,4,Pansila,4000,1.95,38.72,7800
45.0 L,23.83 K,1,Aurobindo Park,1744,2.58,23.83,4500
26.5 L,14.03 K,3,Baruipur,1100,2.41,14.03,2650
17.0 L,9.00 K,2,Behala,1080,1.57,9,1700
1.0 Cr,49.65 K,3,Barabazar Market,1000,10,49.65,10000
65.0 L,34.42 K,2,Bansdroni,700,9.29,34.42,6500
65.0 L,34.42 K,2,Bramhapur,700,9.29,34.42,6500
3.5 Cr,1.74 Lacs,10,Ramchandrapur,2000,17.5,174,35000
80.0 L,39.72 K,5,Ichapur,2000,4,39.72,8000
1.7 Cr,84.40 K,10,Baghbazar,2500,6.8,84.4,17000
8.5 Cr,4.22 Lacs,10.5,Barabazar Market,4680,18.16,422,85000
8.5 Cr,4.22 Lacs,5,Barabazar Market,4680,18.16,422,85000
35.0 L,18.53 K,2,Rajpur Sonarpur,1200,2.92,18.53,3500
50.0 L,26.48 K,3,Belghoria,1275,3.92,26.48,5000
28.0 L,14.83 K,2,Gobra,715,3.92,14.83,2800
28.0 L,14.83 K,2,Gobra,675,4.15,14.83,2800
1.0 Cr,49.65 K,8,New Barrakpur,5600,1.78,49.65,10000
47.0 L,24.89 K,1,Netaji Nagar,400,11.75,24.89,4700
15.0 L,7.94 K,4,Bira,1000,1.5,7.94,1500
1.3 Cr,64.54 K,7,Paikpara,2500,5.2,64.54,13000
25.0 L,13.24 K,2,Paikpara,1800,1.39,13.24,2500
50.0 L,26.48 K,2,Ramchandrapur,1700,2.94,26.48,5000
2.2 Cr,1.09 Lacs,7,Dhakuria,2800,7.86,109,22000
52.0 L,27.54 K,2,Belghoria,960,5.42,27.54,5200
80.0 L,39.72 K,3,Rajpur Sonarpur,1100,7.27,39.72,8000
62.0 L,32.83 K,7,Bramhapur,1850,3.35,32.83,6200
65.0 L,34.42 K,2,Bramhapur,700,9.29,34.42,6500
3.5 Cr,1.74 Lacs,10,Ramchandrapur,2000,17.5,174,35000
80.0 L,39.72 K,5,Ichapur,2000,4,39.72,8000
1.7 Cr,84.40 K,10,Baghbazar,2500,6.8,84.4,17000
8.5 Cr,4.22 Lacs,10.5,Barabazar Market,4680,18.16,422,85000
8.5 Cr,4.22 Lacs,5,Barabazar Market,4680,18.16,422,85000
35.0 L,18.53 K,2,Rajpur Sonarpur,1200,2.92,18.53,3500
50.0 L,26.48 K,3,Belghoria,1275,3.92,26.48,5000
28.0 L,14.83 K,2,Gobra,715,3.92,14.83,2800
28.0 L,14.83 K,2,Gobra,675,4.15,14.83,2800
1.0 Cr,49.65 K,8,New Barrakpur,5600,1.78,49.65,10000
47.0 L,24.89 K,1,Netaji Nagar,400,11.75,24.89,4700
15.0 L,7.94 K,4,Bira,1000,1.5,7.94,1500
1.3 Cr,64.54 K,7,Paikpara,2500,5.2,64.54,13000
25.0 L,13.24 K,2,Paikpara,1800,1.39,13.24,2500
50.0 L,26.48 K,2,Ramchandrapur,1700,2.94,26.48,5000
2.2 Cr,1.09 Lacs,7,Dhakuria,2800,7.86,109,22000
52.0 L,27.54 K,2,Belghoria,960,5.42,27.54,5200
80.0 L,39.72 K,3,Rajpur Sonarpur,1100,7.27,39.72,8000
62.0 L,32.83 K,7,Bramhapur,1850,3.35,32.83,6200
10.0 Cr,4.96 Lacs,10.5,Habra,3000,33.33,496,100000
1.5 Cr,74.47 K,3,Habra,500,30,74.47,15000
5.0 Cr,2.48 Lacs,9,Habra,1500,33.33,248,50000
1.15 Cr,57.09 K,8,Baruipur P,4500,2.56,57.09,11500
36.0 L,19.06 K,3,Budge Budge,1440,2.5,19.06,3600
4.3 Cr,2.13 Lacs,10,Metiabruz,3000,14.33,213,43000
70.0 L,37.07 K,5,Rajarhat,720,9.72,37.07,7000
2.1 Cr,1.04 Lacs,4,Dum Dum,4000,5.25,104,21000
5.95 Cr,2.95 Lacs,7,Behala,7000,8.5,295,59500
65.0 L,34.42 K,2,Nimta,2500,2.6,34.42,6500
11.0 Cr,5.46 Lacs,2,Vedic Village,1500,73.33,546,110000
45.0 L,23.83 K,2,Bhatpara,2100,2.14,23.83,4500
1.5 Cr,74.47 K,5,Kanchrapara Loco,2200,6.82,74.47,15000
